class,R_freq,R_angle,R_min,R_max,G_freq,G_angle,G_min,G_max,B_freq,B_angle,B_min,B_max,area_px,centroid_x,centroid_y,y0,y1,x0,x1,bbox_h,bbox_w,R_mean,R_p95,R_contrast,G_mean,G_p95,G_contrast,B_mean,B_p95,B_contrast,driver_channel,driver_corr,top1_freq,top1_angle,top1_coef,top1_score,top2_freq,top2_angle,top2_coef,top2_score,top3_freq,top3_angle,top3_coef,top3_score,top4_freq,top4_angle,top4_coef,top4_score,top5_freq,top5_angle,top5_coef,top5_score,curve_complexity
103,1.0,0.0,0.0,117.0,1.0,90.0,0.0,219.0,1.0,0.0,0.0,109.0,1246,227.35232744783306,595.5272873194222,574,615,204,249,41,45,48.7239165329053,91.0,42.2760834670947,25.591492776886035,117.75,92.15850722311396,8.156500802568218,22.0,13.843499197431782,G,12491.749565003556,1.0,90.0,272.7362441242366,136.3681220621183,2.0,90.0,-359.6993811118756,119.89979370395854,1.0,0.0,161.49697132545333,80.74848566272667,4.0,90.0,323.22303369094743,64.64460673818948,3.1622776601683795,71.56505117707799,-237.90809342969578,57.15815062180919,0.7027845950851204
107,1.0,90.0,11.0,177.0,1.0,0.0,0.0,251.0,3.0,90.0,0.0,255.0,3975,395.651320754717,350.8817610062893,308,407,357,424,99,67,54.558238993710695,73.0,18.441761006289305,24.787169811320755,110.0,85.21283018867925,8.839245283018869,31.0,22.16075471698113,G,6626.224711003253,1.0,0.0,-115.1005983730852,57.5502991865426,1.0,90.0,-74.12657179059593,37.063285895297966,3.605551275463989,33.690067525979785,-134.91859006796295,29.29477536961533,3.605551275463989,56.309932474020215,-111.52196643492476,24.2146834905642,7.0710678118654755,45.0,136.95133775584367,16.968180784518765,0.651403039247723
120,1.0,90.0,0.0,212.0,1.0,90.0,0.0,239.0,1.0,90.0,0.0,215.0,16474,259.5163894621828,148.88976569139248,62,240,175,337,178,162,54.210999150176036,87.0,32.789000849823964,30.09457326696613,104.0,73.90542673303386,8.054267330338716,22.0,13.945732669661284,G,23447.488572430015,1.0,90.0,-143.06120232927924,71.53060116463962,2.0,90.0,-196.84515266574343,65.61505088858114,2.23606797749979,63.43494882292201,187.78689799942603,58.02934280277746,2.8284271247461903,45.0,143.34990839389616,37.44355154818304,3.0,0.0,-139.1958466095188,34.7989616523797,0.7325133956842111
124,1.0,90.0,2.0,169.0,1.0,90.0,0.0,249.0,1.0,90.0,0.0,176.0,3924,345.62589194699285,107.06422018348624,58,151,312,393,93,81,38.70183486238532,55.0,16.29816513761468,31.877420998980632,108.0,76.12257900101937,8.226044852191642,23.0,14.773955147808358,G,5669.062910109878,1.0,90.0,-96.65672183403987,48.328360917019936,1.0,0.0,-65.45334215850025,32.726671079250124,3.605551275463989,56.309932474020215,-138.25234271028015,30.018630657054583,3.1622776601683795,71.56505117707799,-115.60148024373831,27.773610912603505,2.0,0.0,-77.347783348196,25.78259444939867,0.7064423272663948
130,1.0,0.0,0.0,127.0,1.0,90.0,0.0,255.0,1.0,90.0,0.0,145.0,2644,302.03857791225414,363.85968229954614,306,437,274,337,131,63,56.597201210287444,87.84999999999991,31.252798789712465,17.77231467473525,83.0,65.22768532526476,6.768910741301059,22.0,15.23108925869894,G,11599.615454479888,1.0,90.0,174.94447200170794,87.47223600085397,1.0,0.0,-170.6000437114979,85.30002185574895,2.0,90.0,181.6784248857527,60.559474961917566,1.4142135623730951,45.0,-88.65038219833416,36.720190616108404,3.0,0.0,130.68593819946412,32.67148454986603,0.7110489850017341
132,1.0,90.0,0.0,161.0,1.0,90.0,0.0,244.0,1.0,90.0,0.0,255.0,4605,441.9483170466884,74.95179153094463,25,130,407,577,105,170,39.06666666666667,62.0,22.93333333333333,27.95613463626493,106.80000000000018,78.84386536373525,9.328121606948969,28.800000000000182,19.471878393051213,G,16119.738068286679,1.0,90.0,-193.19782917970284,96.59891458985142,1.4142135623730951,45.0,-196.37409168045923,81.34081207274379,2.23606797749979,26.56505117707799,-150.6904891245468,46.56592203015815,2.0,90.0,-114.28917653686864,38.096392178956215,5.0990195135927845,78.69006752597979,192.45869618465736,31.55567804886143,0.6716084318836615
134,1.0,90.0,0.0,179.0,5.0,0.0,0.0,253.0,2.0,0.0,0.0,255.0,9032,499.4749778565102,117.62189991142604,54,170,431,559,116,128,51.55989813994685,77.0,25.440101860053147,29.107285208148806,107.0,77.89271479185119,10.83846324180691,32.0,21.16153675819309,G,34891.48540775218,5.0,0.0,451.2310970855143,75.20518284758572,3.0,0.0,-297.9157308171892,74.4789327042973,2.0,0.0,191.66588348074686,63.88862782691562,4.0,0.0,-297.5285395854521,59.50570791709042,1.0,90.0,90.9892680328705,45.49463401643525,0.763931146996126
135,1.0,0.0,19.0,80.0,1.0,0.0,0.0,155.0,3.0,90.0,0.0,108.0,562,499.47508896797154,428.2224199288256,421,438,478,524,17,46,38.18149466192171,54.94999999999993,16.76850533807822,22.912811387900355,81.94999999999993,59.03718861209958,6.903914590747331,19.949999999999932,13.046085409252601,G,1066.9930565213413,1.0,0.0,-44.68230539511171,22.341152697555856,1.0,90.0,-43.55147384848552,21.77573692424276,2.0,90.0,52.56269120917009,17.520897069723365,2.0,0.0,-46.189351819926955,15.396450606642318,3.605551275463989,56.309932474020215,53.718314777207,11.663818631960646,0.7481212810892282
143,1.0,90.0,21.0,180.0,1.0,90.0,0.0,191.0,1.0,0.0,0.0,116.0,1855,492.5746630727763,447.4398921832884,429,470,444,546,41,102,61.62210242587601,103.0,41.37789757412399,19.88409703504043,83.0,63.115902964959574,6.773584905660377,22.0,15.226415094339622,G,2464.437169058422,1.0,90.0,-71.60315667434529,35.80157833717264,1.4142135623730951,45.0,-60.024761256496475,24.863070190647942,2.23606797749979,26.56505117707799,-56.14548693401486,17.349909620067155,2.23606797749979,63.43494882292201,47.609035072550626,14.71200092321105,3.605551275463989,33.690067525979785,63.61277972815481,13.812196613041964,0.6639572322083913
154,1.0,90.0,7.0,255.0,1.0,90.0,0.0,255.0,1.0,0.0,0.0,253.0,18076,156.72715202478423,254.73506306705022,148,350,74,236,202,162,103.89754370435938,173.0,69.10245629564062,30.31024562956406,105.25,74.93975437043594,8.344047355609648,22.0,13.655952644390352,G,40537.42815272674,1.0,90.0,-220.38841353614615,110.19420676807307,2.23606797749979,26.56505117707799,351.11019640787106,108.49901758835777,1.0,0.0,-162.52792367276842,81.26396183638421,4.123105625617661,75.96375653207353,151.15102199232018,29.50378794387962,3.0,0.0,108.27059914280656,27.06764978570164,0.6909246568879741
161,1.0,90.0,0.0,117.0,1.0,90.0,0.0,214.0,2.23606797749979,63.43494882292201,0.0,255.0,2078,405.4095283926853,594.0457170356111,563,623,366,559,60,193,37.6665062560154,84.14999999999986,46.48349374398446,15.801251203079884,74.0,58.198748796920114,20.96679499518768,109.14999999999986,88.18320500481218,B,8182.627664267491,2.23606797749979,63.43494882292201,-153.53958138506087,47.446339957199136,2.8284271247461903,45.0,-178.45171811506128,46.6122802655913,2.0,90.0,-122.52833080277486,40.84277693425829,1.4142135623730951,45.0,-76.11533280724134,31.528003153301153,3.605551275463989,33.690067525979785,-125.9928737763797,27.356741080618292,0.7551613360138328
163,2.0,0.0,17.0,105.0,2.23606797749979,26.56505117707799,0.0,200.0,1.0,0.0,0.0,172.0,725,409.73379310344825,421.9186206896552,406,448,369,434,42,65,62.48275862068966,83.0,20.51724137931034,21.368275862068966,91.79999999999995,70.43172413793098,8.702068965517242,32.59999999999991,23.897931034482667,G,2393.195654992588,2.23606797749979,26.56505117707799,-55.30709455867056,17.090832128131385,5.0,0.0,-79.40162847288238,13.233604745480397,3.0,0.0,50.69508473643392,12.67377118410848,2.0,0.0,-36.3765208254538,12.125506941817934,3.605551275463989,56.309932474020215,48.58372189077602,10.548948211608266,0.73975728571899
164,3.0,0.0,11.0,177.0,1.0,0.0,0.0,146.0,1.0,90.0,0.0,203.0,873,90.60481099656357,267.0618556701031,246,292,75,108,46,33,115.02978235967927,151.39999999999998,36.3702176403207,13.794959908361971,73.0,59.205040091638026,8.711340206185566,22.0,13.288659793814434,G,5811.501403224443,1.0,0.0,-220.72320349120108,110.36160174560054,2.23606797749979,26.56505117707799,122.02414939886161,37.70753588839576,2.23606797749979,63.43494882292201,118.68180397537247,36.674694351466286,3.0,0.0,122.62290504269137,30.655726260672843,3.605551275463989,33.690067525979785,-129.71845447379926,28.165673708785423,0.5468909874377049
165,1.0,90.0,10.0,102.0,4.242640687119285,45.0,0.0,180.0,2.0,90.0,0.0,216.0,2896,414.68473756906076,451.37776243093924,424,482,370,449,58,79,53.98687845303867,81.25,27.26312154696133,21.401588397790054,83.25,61.84841160220995,9.087707182320441,30.0,20.912292817679557,G,4634.32801486011,4.242640687119285,45.0,-140.47760748410178,26.795200332771827,1.0,0.0,-44.774511977092025,22.387255988546013,2.0,90.0,63.680100152619254,21.226700050873085,3.1622776601683795,71.56505117707799,85.68282139902945,20.585561174590946,2.8284271247461903,45.0,-68.64719301995946,17.930912822197314,0.7540046337854125
166,3.605551275463989,33.690067525979785,32.0,74.0,3.605551275463989,33.690067525979785,0.0,182.0,3.605551275463989,33.690067525979785,0.0,32.0,31,327.7096774193548,296.2903225806452,293,300,325,331,7,6,53.0,73.5,20.5,39.29032258064516,105.5,66.20967741935485,11.96774193548387,28.0,16.032258064516128,G,431.7312578944868,3.605551275463989,33.690067525979785,-91.96125677226622,19.967480823020807,3.605551275463989,56.309932474020215,61.71802964249403,13.400790904510384,4.47213595499958,26.56505117707799,72.55769549093259,13.259483332946205,4.123105625617661,75.96375653207353,-67.07429485928404,13.092506725585482,3.1622776601683795,18.43494882292201,51.19221922094779,12.29908799954419,0.722748388003202
168,2.0,0.0,0.0,123.0,1.0,90.0,0.0,225.0,4.242640687119285,45.0,0.0,173.0,1923,326.9854394175767,407.63390535621426,361,446,303,364,85,61,61.42901716068643,90.0,28.570982839313572,14.77483099323973,65.89999999999986,51.12516900676013,6.919916796671867,24.0,17.080083203328133,G,6141.7621444264205,1.0,90.0,86.75656069097968,43.37828034548984,4.242640687119285,45.0,164.71230558618583,31.4178131625289,3.605551275463989,56.309932474020215,95.15362367283663,20.660637127148327,2.23606797749979,26.56505117707799,-61.97293688871251,19.150690689938244,3.1622776601683795,18.43494882292201,-77.98014138789283,18.73496862886803,0.6746849943182884
170,1.0,90.0,10.0,147.0,4.0,0.0,0.0,255.0,2.23606797749979,26.56505117707799,0.0,219.0,6229,357.05137261197626,381.3148177877669,324,439,312,402,115,90,62.03387381602183,84.0,21.96612618397817,23.684218975758547,104.0,80.31578102424146,8.44918927596725,30.0,21.55081072403275,G,8807.644238177076,4.0,0.0,123.14544114775913,24.629088229551826,4.123105625617661,14.036243467926479,101.74805477767144,19.86062014198747,4.47213595499958,26.56505117707799,-105.76894115037125,19.328639131075715,3.605551275463989,33.690067525979785,-77.85505232512105,16.9046109072529,3.1622776601683795,18.43494882292201,61.164106732387,14.694864621288307,0.7418816794687315
174,1.0,0.0,6.0,196.0,1.0,90.0,0.0,219.0,1.0,0.0,0.0,255.0,4347,486.9390384172993,584.3636991028295,559,611,418,557,52,139,53.9447895100069,114.0,60.0552104899931,27.814814814814813,97.0,69.18518518518519,9.65930526800092,23.0,13.34069473199908,G,12454.053629488088,1.0,90.0,151.24938585781806,75.62469292890903,2.0,90.0,-194.28416924875876,64.76138974958626,4.47213595499958,26.56505117707799,265.5202699319857,48.522235579581114,3.605551275463989,33.690067525979785,206.57701225345272,44.853916479876986,2.0,0.0,-131.12255195950453,43.70751731983484,0.7274488755330751
176,1.0,90.0,7.0,255.0,1.0,0.0,0.0,235.0,1.0,0.0,0.0,255.0,9153,113.01627881568885,378.6487490440293,323,426,64,169,103,105,108.41855129465749,187.0,78.58144870534251,27.544411668305475,102.0,74.45558833169453,9.108379766196876,24.0,14.891620233803124,R,93386.156127359,1.0,90.0,1702.6689995735753,851.3344997867877,3.0,0.0,-1040.260539793481,260.06513494837026,2.23606797749979,26.56505117707799,-777.9446396530789,240.39811433569596,2.0,0.0,-558.4789057479377,186.15963524931257,1.0,0.0,309.7751621610877,154.88758108054384,0.4970983656585056
177,1.0,90.0,19.0,59.0,2.8284271247461903,45.0,0.0,132.0,1.0,90.0,0.0,109.0,281,498.93950177935943,475.5836298932384,461,489,493,506,28,13,35.79359430604982,49.0,13.206405693950181,24.01423487544484,81.0,56.98576512455516,8.604982206405694,26.0,17.395017793594306,G,985.8828424768438,2.8284271247461903,45.0,-93.98241650140591,24.5485713686235,1.4142135623730951,45.0,52.560967874385085,21.771465745026852,1.0,0.0,-35.187648303774104,17.593824151887052,2.0,0.0,37.79609946031973,12.598699820106576,2.23606797749979,63.43494882292201,-40.67911320777943,12.570537297306226,0.7244306516698134
178,1.0,0.0,19.0,170.0,1.0,0.0,0.0,179.0,1.0,0.0,0.0,226.0,1966,377.0178026449644,471.733977619532,443,495,333,426,52,93,62.13072227873855,87.0,24.869277721261447,17.604272634791453,78.0,60.39572736520854,7.097151576805697,19.0,11.902848423194303,G,6966.269032664298,1.0,0.0,-147.1063114940413,73.55315574702065,1.0,90.0,-114.67710648394923,57.338553241974616,3.605551275463989,33.690067525979785,-101.84551173998135,22.113641917865923,3.0,0.0,88.06334941838907,22.015837354597267,2.23606797749979,26.56505117707799,-56.51939474319858,17.465453487434427,0.617879167724408
