class,area_px,centroid_x,centroid_y,y0,y1,x0,x1,R_freq,R_angle,R_mean,R_p95,R_contrast,G_freq,G_angle,G_mean,G_p95,G_contrast,B_freq,B_angle,B_mean,B_p95,B_contrast
39,9895,389.15977766548764,203.2600303183426,152,257,309,540,2.0,0.0,31.410712481051036,47.0,15.589287518948964,6.4031242374328485,51.34019174590991,28.686508337544215,153.0,124.31349166245579,3.605551275463989,33.690067525979785,10.869226882263769,31.0,20.130773117736233
