class,R_freq,R_angle,R_min,R_max,G_freq,G_angle,G_min,G_max,B_freq,B_angle,B_min,B_max
39,2.0,0.0,11.0,87.0,6.4031242374328485,51.34019174590991,0.0,255.0,3.605551275463989,33.690067525979785,0.0,207.0
